"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"6098",6098,"tt0067919","The Emigrants","1971",8,"3279","PG","151 min","Drama","tt0112384","tt0110892","tt0086197","In the middle of the 19th century, Kristina and Karl-Oskar live in a small rural village in Smaaland (southern Sweden). They get married and try to make a living on a small spot of land. ..."
"6099",6099,"tt0068503","Dr. Phibes Rises Again","1972",6.4,"3953","PG","89 min","Adventure|Comedy|Horror|Romance","tt0066740","tt0071790","tt0087363","The vengeful Doctor rises again, seeking the Scrolls of Life in an attempt to resurrect his deceased wife."
"6100",6100,"tt0068655","The Tall Blond Man with One Black Shoe","1972",7.3,"4822","PG","90 min","Comedy|Mystery","tt0099266","tt0111712","tt0107507","A hapless orchestra player becomes an unwitting pawn of rival factions within the French secret service after he is chosen as a decoy by being identified as a super secret agent."
"6101",6101,"tt0068815","Lone Wolf and Cub: Sword of Vengeance","1972",7.9,"4520","UNRATED","83 min","Action|Crime","tt0068817","tt0056443","tt0120711","The story of a Ronin (i.e. a masterless samurai) who wanders the countryside of Japan with his small child, having various adventures."
"6102",6102,"tt0068828","Lady Sings the Blues","1972",7.1,"2722","R","144 min","Drama|Musical","tt0077270","tt0109771","tt0110116","The story of the troubled life and career of the legendary Jazz singer, Billie Holiday."
"6103",6103,"tt0069282","Slither","1973",6.2,"945","PG","97 min","Comedy|Crime|Thriller","tt0097235","tt0110613","tt0079510","While searching for a small fortune of embezzled money, an ex-con, a small-time bandleader, his doting wife and a kooky drifter find themselves being followed. Their chase takes them to ..."
"6104",6104,"tt0069865","Charley Varrick","1973",7.5,"7313","PG","111 min","Crime|Drama|Thriller","tt0079116","tt0075213","tt0066999","A man, his wife, and their friend, stage a bloody bank robbery, unaware they are stealing money from the Mob."
"6105",6105,"tt0069945","Dark Star","1974",6.5,"16436","G","83 min","Comedy|Sci-Fi|Thriller","tt0104850","tt0114852","tt0116225","In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong."
"6106",6106,"tt0070046","Executive Action","1973",6.7,"1573","PG","91 min","Crime|Drama","tt0034742","tt0056195","tt0041604","Rogue intelligence agents, right-wing politicians, greedy capitalists, and free-lance assassins plot and carry out the JFK assassination in this speculative agitprop."
"6107",6107,"tt0070215","My Name Is Nobody","1973",7.5,"17086","PG","116 min","Comedy|Western","tt0099088","tt0092086","tt0074254","A young, easygoing gunman (Hill) worships and competes with an old gunfighter (Fonda) who only wants to retire."
"6108",6108,"tt0070640","Save the Tiger","1973",6.9,"3493","R","100 min","Drama","tt0065916","tt0109021","tt0075148","A businessman's professional struggles begin to conflict with his personal life over the course of two days."
"6109",6109,"tt0070643","Scarecrow","1973",7.4,"10939","R","112 min","Drama","tt0094056","tt0080888","tt0113277","Max, an ex-con drifter with a penchant for brawling is amused by Lion, a homeless ex-sailor, and they partner up as they head east together."
"6110",6110,"tt0070698","Sisters","1973",7,"10324","R","93 min","Horror|Thriller","tt0077588","tt0074285","tt0120832","A journalist witnesses a brutal murder in a neighboring apartment, but the police do not believe that the crime took place. With the help of a private detective, she seeks out the truth."
"6111",6111,"tt0070791","Theatre of Blood","1973",7.3,"6484","R","104 min","Comedy|Horror|Mystery","tt0114825","tt0109592","tt0116365","A Shakespearean actor takes poetic revenge on the critics who denied him recognition."
"6112",6112,"tt0070895","Walking Tall","1973",6.9,"3309","R","125 min","Action|Crime|Drama|Thriller","tt0044789","tt0113277","tt0112819","Based on the life of Tennessee sheriff Buford Pusser whom almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life."
"6113",6113,"tt0071260","Butley","1974",7.2,"510","R","129 min","Drama","tt0110684","tt0066579","tt0079826","An English professor finds his life crumbling around him."
"6114",6114,"tt0071269","California Split","1974",7.3,"3535","R","108 min","Comedy|Drama","tt0066026","tt0110907","tt0108122","A down on his luck gambler links up with free spirit Elliot Gould at first to have some fun on, but then gets into debt when Gould takes an unscheduled trip to Tijuana. As a final act of ..."
"6115",6115,"tt0071282","The Cars That Eat People","1974",5.6,"2500","PG","91 min","Comedy|Horror|Thriller","tt0097165","tt0073540","tt0076299","The small town of Paris, Australia deliberately causes car accidents, then sells/salvages all valuables from the wrecks as a means of economy."
"6116",6116,"tt0071464","Emmanuelle","1974",5.3,"7274","UNRATED","95 min","Drama|Romance","tt0073115","tt0112445","tt0112288","The wife of a French diplomat in Bangkok, Emmanuelle embarks on a voyage of sexual discovery."
"6117",6117,"tt0071487","The Phantom of Liberty","1974",8,"10071","R","104 min","Comedy|Drama","tt0075824","tt0068361","tt0056732","One of Luis Bunuel's most free-form and purely Surrealist films, consisting of a series of only vaguely related episodes - most famously, the dinner party scene where people sit on ..."
"6118",6118,"tt0071583","The Groove Tube","1974",5.9,"1586","X","75 min","Comedy","tt0082763","tt0113755","tt0109480","A collection of skits that make fun of 1970s television, featuring early appearances by Chevy Chase and Richard Belzer."
"6119",6119,"tt0071598","Harry and Tonto","1974",7.5,"3749","R","115 min","Comedy|Drama","tt0116269","tt0097276","tt0087747","When his apartment building is torn down, a retired lifelong New Yorker goes on a cross country odyssey with his beloved cat Tonto."
"6120",6120,"tt0071604","Hearts and Minds","1974",8.4,"4084","R","112 min","Documentary|War","tt0468094","tt0854678","tt0815241","A documentary of the conflicting attitudes of the opponents of the Vietnam war."
"6121",6121,"tt0071615","The Holy Mountain","1973",7.9,"21844","R","114 min","Drama","tt2301592","tt0067866","tt0098253","In a corrupt, greed-fueled world, a powerful alchemist leads a Christ-like character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
"6122",6122,"tt0072274","Thieves Like Us","1974",7.1,"3136","R","123 min","Crime|Drama|Romance","tt0116745","tt0070334","tt0205271","Two convicts break out of Mississippi State Penitentiary in 1936 to join a third on a long spree of bank robbing, their special talent and claim to fame. The youngest of the three falls in ..."
"6123",6123,"tt0072826","Cousin cousine","1975",6.8,"1037","R","95 min","Comedy|Romance","tt0114885","tt0113819","tt0118002","Two distant cousins meet at a wedding banquet for an elderly couple. Over time, a close friendship develops between them, but their spouses begin to think that they are more than just friends."
"6124",6124,"tt0072973","Farewell, My Lovely","1975",7.2,"4107","R","95 min","Crime|Mystery|Thriller","tt0107497","tt0119210","tt0067309","Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer."
"6125",6125,"tt0073018","French Connection II","1975",6.8,"12293","R","119 min","Action|Crime|Drama|Thriller","tt0184858","tt0067116","tt0122690","""Popeye"" Doyle travels to Marseille to find Alain Charnier, the drug smuggler who eluded him in New York."
"6126",6126,"tt0073075","The Great Waldo Pepper","1975",6.6,"4148","PG","107 min","Drama|Romance","tt0070735","tt0064115","tt0095188","A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed, eventually getting a chance to prove himself in a film ..."
"6127",6127,"tt0073114","The Story of Adele H","1975",7.4,"5485","PG","96 min","Drama","tt0070460","tt0074152","tt0066989","Adèle Hugo's unrequited love for a lieutenant."
"6128",6128,"tt0073179","Ironiya sudby, ili S legkim parom!","1975",8.4,"7385","N/A","192 min","Comedy|Drama|Romance","tt0108906","tt0112130","tt0081874","A group of old friends have a tradition of going to a public bathing house on New Years eve. Occasionally too much vodka and beer makes two of them unconscious. The problem is that one of ..."
"6129",6129,"tt0073453","Night Moves","1975",7.2,"7297","R","100 min","Crime|Thriller","tt0061418","tt0092842","tt0113161","Los Angeles private detective Harry Moseby is hired by a client to find her runaway teenage daughter and he stumbles upon a case of murder and artifact smuggling."
"6130",6130,"tt0073580","The Passenger","1975",7.7,"14496","PG-13","119 min","Drama","tt0060176","tt0053619","tt0056736","A frustrated war correspondent, unable to find the war he's been asked to cover, takes the risky path of co-opting the I.D. of a dead arms dealer acquaintance."
"6131",6131,"tt0074084","1900","1976",7.8,"17132","R","317 min","Drama|War","tt0117737","tt0100594","tt0065571","The epic tale of a class struggle in 20th Century Italy, as seen through the eyes of two childhood friends on opposing sides."
"6132",6132,"tt0074152","Small Change","1976",7.8,"4165","PG","104 min","Comedy|Drama","tt0070460","tt0062695","tt0073114","In the town of Thiers, summer of 1976, teachers and parents give their children skills, love, and attention. A teacher has his first child, a single mother hopes to meet Mr. Right, another ..."
"6133",6133,"tt0074559","Futureworld","1976",5.9,"5911","PG","108 min","Sci-Fi|Thriller","tt0070909","tt0070723","tt0086837","Upon uncovering the dirty secret of futuristic theme-park Futureworld, a reporter is killed after he tips-off 2 other reporters who decide to do an undercover investigation."
"6134",6134,"tt0074605","Harlan County U.S.A.","1976",8.3,"3470","PG","103 min","Documentary","tt0141986","tt0099028","tt0285175","A filmed account of a bitterly violent miner strike."
"6135",6135,"tt0074906","The Missouri Breaks","1976",6.6,"6917","PG","126 min","Drama|Western","tt0061418","tt0065988","tt0092842","Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous ""regulator"", to hunt down the horse thieves; one at a time."
"6136",6136,"tt0075223","Silver Streak","1976",6.9,"12641","PG","114 min","Action|Comedy|Crime","tt0098282","tt0079336","tt0115836","On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train."
"6137",6137,"tt0075931","Demon Seed","1977",6.3,"5702","R","94 min","Horror|Sci-Fi|Thriller","tt0066214","tt0114508","tt0114852","A scientist creates Proteus--an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creators wife."
"6138",6138,"tt0076141","High Anxiety","1977",6.7,"14688","PG","94 min","Comedy|Thriller","tt0082517","tt0072431","tt0094012","Mel Brooks' parody of Alfred Hitchcock films."
"6139",6139,"tt0076155","The Man Who Loved Women","1977",7.5,"4730","N/A","120 min","Comedy|Drama|Romance","tt0070460","tt0062695","tt0064990","Bertrand Morane's burial is attended by all the women the forty-year-old engineer loved. We then flash back to Bertrand's life and love affairs, told by himself while writing an ..."
"6140",6140,"tt0076451","New York, New York","1977",6.7,"13168","PG","155 min","Drama|Musical|Romance","tt0085794","tt0112641","tt0106226","An egotistical saxophonist and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long, up-hill climb."
"6141",6141,"tt0076740","Sorcerer","1977",7.7,"8930","PG","121 min","Action|Thriller","tt0113451","tt0073195","tt0067116","Four unfortunate men from different parts of the globe agree to risk their lives transporting gallons of nitroglycerin across dangerous South American jungle."
"6142",6142,"tt0076843","The Turning Point","1977",7,"3100","PG","119 min","Drama|Romance","tt0098384","tt0076095","tt0087277","When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family."
"6143",6143,"tt0077559","Five Deadly Venoms","1978",7.2,"3970","R","97 min","Action","tt0113277","tt0114576","tt0113845","A dying teacher instructs his final student to check on the activities of five former pupils, each of whom he taught a unique and special style of kung-fu to: The Centipede, Snake, Scorpion..."
